custom_regions,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
Latin America and Caribbean,2020-06-22,660385158,32.935618393003175,34.082188511162535,33.55989223885333,32.935618393003175,32.08733472676801,31.424267436946838,31.36661804516536,1682.0958659482426,32.34799742208158,20.346260416712756
Asia,2020-06-22,4694897197,1.2056519470104397,5.465489726707185,5.173321932811246,1.8468438635897522,-2.2231242198738257,-6.225735083153552,-7.124541441072914,-99.1314615852219,-2.023091052759631,1.0280768028497473
Oceania,2020-06-22,45038907,-3.4217037372782886,3.350364360968532,3.138218093080351,-0.16552894473278065,-3.8423696933660993,-6.107535099706735,-6.345615185931519,-46.85159610078983,-1.9521498375329094,0.30201443387602633
European Union,2020-06-22,450146793,31.06191083498072,31.06191083498072,31.06191083498072,31.06191083498072,31.06191083498072,31.06191083498072,31.06191083498072,838.6715925444795,31.06191083498072,27.442682014175762
North America,2020-06-22,376744184,43.62179199649242,43.62179199649242,43.62179199649242,43.62179199649242,43.62179199649242,43.62179199649242,43.62179199649242,87.24358399298484,43.62179199649242,34.531128953008604
Latin America and Caribbean,2020-06-29,660385158,36.9551071526938,38.12244583143322,37.537539619621754,36.9551071526938,36.05800876353496,35.41444811266318,35.286384641864636,1883.2331027079183,36.21602120592151,23.250933510531745
Asia,2020-06-29,4694897197,2.3128451337758698,7.362359871448089,7.0739182527545665,3.499794651190256,-1.1389170656029697,-5.493461402252184,-5.920824290261647,-95.81307453509085,-1.9553688680630785,1.1676111041372392
Oceania,2020-06-29,45038907,-4.2954707632734,2.67373325815141,2.4395415211912397,-0.9610138878422892,-4.770863772096432,-7.172879451128159,-7.3040575811186255,-64.98252287805607,-2.707605119919003,0.3042369567272136
European Union,2020-06-29,450146793,31.40275796922237,31.40275796922237,31.40275796922237,31.40275796922237,31.40275796922237,31.40275796922237,31.40275796922237,847.874465169004,31.40275796922237,27.615738673051037
North America,2020-06-29,376744184,45.41729396706827,45.41729396706827,45.41729396706827,45.41729396706827,45.41729396706827,45.41729396706827,45.41729396706827,90.83458793413654,45.41729396706827,36.176543603921964
Latin America and Caribbean,2020-07-06,660385158,41.833596330658246,42.95595840135898,42.4458581001359,41.833596330658246,40.91436503291107,40.25534226630307,40.08798186554373,2127.2440326808305,40.908539090015964,26.309301609107333
Asia,2020-07-06,4694897197,3.54003475260719,9.817743409325766,8.650558487049077,4.892880719703981,0.21335015426070292,-4.584107686402351,-5.177653149069714,-88.19136205132965,-1.799823715333258,1.3254208002629455
Oceania,2020-07-06,45038907,-5.237996293418765,1.9250161514711388,1.647562070849325,-1.8057959185148342,-5.7446721716890385,-8.298456083891224,-8.369288474309066,-84.78061897341803,-3.5325257905590846,0.3086820024295882
European Union,2020-07-06,450146793,31.451580363880886,31.451580363880886,31.451580363880886,31.451580363880886,31.451580363880886,31.451580363880886,31.451580363880886,849.1926698247838,31.451580363880886,27.78790273420875
North America,2020-07-06,376744184,47.93668236132942,47.93668236132942,47.93668236132942,47.93668236132942,47.93668236132942,47.93668236132942,47.93668236132942,95.87336472265883,47.93668236132942,37.385056752462035
Latin America and Caribbean,2020-07-13,660385158,46.79705189249827,47.852365592858654,47.548832198452224,46.79705189249827,45.853762825153716,45.16573972548187,45.024556368133204,2374.8857529144766,45.67087986373995,29.48457254698022
Asia,2020-07-13,4694897197,4.749404985793288,12.24083286271496,10.970210541233174,6.536093021937324,1.4237671680377155,-3.838734871345324,-4.236052033102104,-79.88284134478977,-1.6302620682610156,1.4949027860470958
Oceania,2020-07-13,45038907,-6.231847664124966,1.1240831689353552,0.8032585691857921,-2.5716791197848625,-6.7547782001464025,-9.469135524566095,-9.594660407718045,-105.77234971892833,-4.407181238288681,0.3153495709831502
European Union,2020-07-13,450146793,31.398125011111382,31.398125011111382,31.398125011111382,31.398125011111382,31.398125011111382,31.398125011111382,31.398125011111382,847.7493753000073,31.398125011111382,27.93385490141657
North America,2020-07-13,376744184,50.86159791828728,50.86159791828728,50.86159791828728,50.86159791828728,50.86159791828728,50.86159791828728,50.86159791828728,101.72319583657456,50.86159791828728,38.97180984750119
Latin America and Caribbean,2020-07-20,660385158,51.714434874345976,52.72212029672877,52.52012261618751,51.714434874345976,50.72698815831633,49.96354930153398,49.898679972567784,2620.105108996,50.38663671146154,32.93089500354882
Asia,2020-07-20,4694897197,6.063856913200046,14.315025670253755,13.551841947475044,8.223712982677677,2.5916469889929066,-3.066413377628141,-3.4317027340155444,-71.49648251215984,-1.459111888003262,1.68662170176162
Oceania,2020-07-20,45038907,-7.069642870570914,0.5207606125006277,0.15977047907951664,-3.4807219791542883,-7.636229371496925,-10.558807587169449,-10.629877511063775,-122.02151422054632,-5.084229759189429,0.35753087880218765
European Union,2020-07-20,450146793,31.332584711643147,31.332584711643147,31.332584711643147,31.332584711643147,31.332584711643147,31.332584711643147,31.332584711643147,845.979787214365,31.332584711643147,28.06870402384495
North America,2020-07-20,376744184,54.091282612703125,54.091282612703125,54.091282612703125,54.091282612703125,54.091282612703125,54.091282612703125,54.091282612703125,108.18256522540625,54.091282612703125,40.79161126479394
Latin America and Caribbean,2020-07-27,660385158,56.55657824834949,57.530578386503606,57.29931992243419,56.55657824834949,55.465421749906085,54.69197516668375,54.65029642926627,2859.5543878927583,54.9914305363992,36.40371714713795
Asia,2020-07-27,4694897197,7.4275598685951225,16.58796049825797,15.98902754494949,10.056364423355319,3.820045250456405,-1.575565092938785,-2.1724174195888066,-62.14811624667579,-1.2683289029933835,1.888458112706999
Oceania,2020-07-27,45038907,-7.748431666108214,0.0868126640418009,-0.3685384711994803,-4.119780071314921,-8.341569079417368,-11.506488881116073,-11.669731263318644,-135.39316661912852,-5.641381942463688,0.46410318083429514
European Union,2020-07-27,450146793,32.58832451290863,32.58832451290863,32.58832451290863,32.58832451290863,32.58832451290863,32.58832451290863,32.58832451290863,879.8847618485329,32.58832451290863,28.208435997899024
North America,2020-07-27,376744184,57.28837224521352,57.28837224521352,57.28837224521352,57.28837224521352,57.28837224521352,57.28837224521352,57.28837224521352,114.57674449042705,57.28837224521352,42.89011824532904
Latin America and Caribbean,2020-08-03,660385158,61.080470062587445,62.0543683296975,61.79112423994793,61.080470062587445,59.91661771426994,59.11251163318849,59.04056432309504,3083.0639723447052,59.289691775859716,39.821117845292335
Asia,2020-08-03,4694897197,8.86125228630925,18.854921721711996,17.865244565604925,11.82326147719154,5.096441032767424,-0.04165528369007959,-1.2456363742522967,-52.12361260939979,-1.0637471961101996,2.0916791972090545
Oceania,2020-08-03,45038907,-8.491417191633483,-0.32649876890538176,-0.7117799441683549,-4.683852948922365,-9.086575306222256,-12.470783740726784,-12.610405375732713,-149.49124471349512,-6.228801863062295,0.7039025169949172
European Union,2020-08-03,450146793,33.558499689480676,33.558499689480676,33.558499689480676,33.558499689480676,33.558499689480676,33.558499689480676,33.558499689480676,906.0794916159783,33.558499689480676,28.36682855141434
North America,2020-08-03,376744184,60.30406558044227,60.30406558044227,60.30406558044227,60.30406558044227,60.30406558044227,60.30406558044227,60.30406558044227,120.60813116088454,60.30406558044227,45.071173547300205
Latin America and Caribbean,2020-08-10,660385158,65.27119093059531,66.2639515990977,65.9132210886206,65.27119093059531,64.04206653857412,63.21838350612507,63.12634755611104,3291.278593631131,63.29381910829098,43.20823152115723
Asia,2020-08-10,4694897197,10.25252451672034,21.091635371483186,19.98273981659788,13.28183096946688,6.338431705863616,1.6348423894935296,-0.30144205122933976,-42.45945211256168,-0.8665194308686056,2.308808594771026
Oceania,2020-08-10,45038907,-9.170407328302383,-0.6572777297362222,-1.1580637833732925,-5.151958051759058,-9.755254581727733,-13.364441263120884,-13.559986876212713,-161.30862802989992,-6.721192834579165,0.9525764024424482
European Union,2020-08-10,450146793,35.9901981074279,35.9901981074279,35.9901981074279,35.9901981074279,35.9901981074279,35.9901981074279,35.9901981074279,971.7353489005532,35.9901981074279,28.557210003271088
North America,2020-08-10,376744184,63.411279903822496,63.411279903822496,63.411279903822496,63.411279903822496,63.411279903822496,63.411279903822496,63.411279903822496,126.82255980764499,63.411279903822496,47.118451070766895
Latin America and Caribbean,2020-08-17,660385158,69.16754610284484,70.16551121712713,69.77598197425384,69.16754610284484,67.8544453845676,67.05013772793541,66.90342838662745,3483.8941766767052,66.99796493609047,46.43634813488646
Asia,2020-08-17,4694897197,11.637619795202673,23.31499689825681,22.277122401622883,15.039866241170584,7.448820808440552,3.3051630109144,0.8884113130336836,-32.58114805563827,-0.6649213888905768,2.5318592721466997
Oceania,2020-08-17,45038907,-10.135911981172052,-1.3134117092416233,-1.8649263980031956,-5.913572233012076,-10.739109303152807,-14.686904741295058,-14.848823462386806,-180.52228319633016,-7.5217617998470905,1.2722933085387709
European Union,2020-08-17,450146793,37.36668518679297,37.36668518679297,37.36668518679297,37.36668518679297,37.36668518679297,37.36668518679297,37.36668518679297,1008.9005000434103,37.36668518679297,28.80713114399551
North America,2020-08-17,376744184,66.267873238187,66.267873238187,66.267873238187,66.267873238187,66.267873238187,66.267873238187,66.267873238187,132.535746476374,66.267873238187,49.07229596409642
Latin America and Caribbean,2020-08-24,660385158,72.75534934073546,73.79061025646449,73.34605229880484,72.75534934073546,71.36926430163804,70.54794098288866,70.37992373061662,3660.3049335885767,70.39047949208802,49.62887990889704
Asia,2020-08-24,4694897197,13.194596526997667,25.709141135772096,24.190570821724943,16.906281143990096,8.962693214223478,4.836884515366056,2.2925142936066223,-23.444591869621455,-0.4784610585637031,2.7539090543370635
Oceania,2020-08-24,45038907,-11.339116039086342,-2.0825377897175184,-2.7806505402695305,-6.859897765246326,-11.980773418523217,-15.885177505041217,-16.189330697177276,-204.58507912898705,-8.524378297041126,1.512092644699393
European Union,2020-08-24,450146793,38.19574639568203,38.19574639568203,38.19574639568203,38.19574639568203,38.19574639568203,38.19574639568203,38.19574639568203,1031.285152683415,38.19574639568203,29.049720232039952
North America,2020-08-24,376744184,68.5800122486063,68.5800122486063,68.5800122486063,68.5800122486063,68.5800122486063,68.5800122486063,68.5800122486063,137.1600244972126,68.5800122486063,50.871393412140904
Latin America and Caribbean,2020-08-31,660385158,75.97800465998172,77.07092825642606,76.55162955718973,75.97800465998172,74.55542000154655,73.65824591028083,73.49495011099381,3819.817279225131,73.4580246004833,52.63455390982606
Asia,2020-08-31,4694897197,14.713787474485613,28.156512745323017,25.938903100829975,19.12274745681183,10.51247405890698,5.734982780428436,3.511003241342272,-15.543238448790971,-0.31720894793450954,2.9858198831185185
Oceania,2020-08-31,45038907,-12.258426897618474,-2.607901456075393,-3.3111940883982998,-7.626993944993752,-12.80071723919072,-16.82129945607801,-17.3444206302535,-221.85907798892634,-9.244128249538596,1.7185852223278864
European Union,2020-08-31,450146793,39.214758974501216,39.214758974501216,39.214758974501216,39.214758974501216,39.214758974501216,39.214758974501216,39.214758974501216,1058.7984923115328,39.214758974501216,29.305194450202386
North America,2020-08-31,376744184,70.64747594905452,70.64747594905452,70.64747594905452,70.64747594905452,70.64747594905452,70.64747594905452,70.64747594905452,141.29495189810905,70.64747594905452,52.521850742094
Latin America and Caribbean,2020-09-07,660385158,78.7345827645634,79.81994298165633,79.35277074660223,78.7345827645634,77.27322833341302,76.32776473455944,76.14978664416796,3954.3259530887426,76.04472986709119,55.991685839795934
Asia,2020-09-07,4694897197,16.42707807459307,30.682292210292516,28.314128284963704,21.37544077893106,12.27973294897922,6.552881090034086,4.981958712851467,-7.923795702224956,-0.16171011637193783,3.2218209186061544
Oceania,2020-09-07,45038907,-13.105458389708069,-3.12392540033103,-3.7951109455335024,-8.28554917623989,-13.515269735013678,-17.71969651391976,-18.286571896948356,-238.46385760636022,-9.935994066931677,1.862909328594497
European Union,2020-09-07,450146793,40.638164082225956,40.638164082225956,40.638164082225956,40.638164082225956,40.638164082225956,40.638164082225956,40.638164082225956,1097.2304302201007,40.638164082225956,29.609321464165134
North America,2020-09-07,376744184,72.46729150000935,72.46729150000935,72.46729150000935,72.46729150000935,72.46729150000935,72.46729150000935,72.46729150000935,144.9345830000187,72.46729150000935,54.03428284907512
Latin America and Caribbean,2020-09-14,660385158,81.22765692652258,82.3003494609701,81.82713540768437,81.22765692652258,79.70045973476265,78.72708950597236,78.64372918989804,4076.226207104533,78.38896552124102,58.71343159411224
Asia,2020-09-14,4694897197,18.134931731552246,33.11943451289364,30.844139649771186,23.73634621156513,14.044841812903899,7.377998016087907,6.546702701533578,-0.6005928820387229,-0.012256997592626946,3.4806762990342
Oceania,2020-09-14,45038907,-14.153231210037788,-3.8226552257762583,-4.494552775670403,-9.142977141574802,-14.546823777294026,-18.699972497349012,-19.483961007117312,-260.0030376078888,-10.833459900328702,1.9894843362872905
European Union,2020-09-14,450146793,42.26941250118807,42.26941250118807,42.26941250118807,42.26941250118807,42.26941250118807,42.26941250118807,42.26941250118807,1141.274137532078,42.26941250118807,29.98053170624277
North America,2020-09-14,376744184,74.30674902637953,74.30674902637953,74.30674902637953,74.30674902637953,74.30674902637953,74.30674902637953,74.30674902637953,148.61349805275907,74.30674902637953,55.325344319051254
Latin America and Caribbean,2020-09-21,660385158,83.7183963685032,84.7547721101102,84.26302296068603,83.7183963685032,82.16697575489125,81.14395002454069,81.10207463109091,4197.352034266836,80.7183083512853,61.049040868965136
Asia,2020-09-21,4694897197,19.80610759983325,35.474770881805675,33.35789392922028,25.580379613084023,15.755837497882403,8.21898296843508,7.630170394744426,6.589756156338477,0.1344848195171118,3.7562741972856877
Oceania,2020-09-21,45038907,-14.736652624326798,-4.015174223738975,-4.738789440391491,-9.580789638234382,-15.157327453993474,-19.172030892340796,-20.194368398308885,-271.1085718728546,-11.296190494702275,2.0871820890324893
European Union,2020-09-21,450146793,43.25317879980107,43.25317879980107,43.25317879980107,43.25317879980107,43.25317879980107,43.25317879980107,43.25317879980107,1167.8358275946289,43.25317879980107,30.46881842386024
North America,2020-09-21,376744184,76.39619050472493,76.39619050472493,76.39619050472493,76.39619050472493,76.39619050472493,76.39619050472493,76.39619050472493,152.79238100944985,76.39619050472493,56.713288771035145
Latin America and Caribbean,2020-09-28,660385158,86.00045455657528,86.98324318198178,86.49951094186748,86.00045455657528,84.40016111150604,83.39059843477564,83.32847428889492,4307.779851970443,82.84192023020083,63.286523922756
Asia,2020-09-28,4694897197,21.33419556711385,37.6524160405189,35.67880472690133,27.903588414591276,17.204546773447483,9.09330240981926,8.738259472791718,14.496199255763107,0.29584080113802264,4.018303278728853
Oceania,2020-09-28,45038907,-15.022250417861061,-4.023540870628197,-4.803532732274326,-9.62423011395601,-15.486789378956903,-19.448884398946845,-20.370016882270704,-277.6633740341305,-11.569307251422105,2.1648926782348425
European Union,2020-09-28,450146793,44.62404549035221,44.62404549035221,44.62404549035221,44.62404549035221,44.62404549035221,44.62404549035221,44.62404549035221,1204.8492282395098,44.62404549035221,31.051292861260038
North America,2020-09-28,376744184,77.9519011159735,77.9519011159735,77.9519011159735,77.9519011159735,77.9519011159735,77.9519011159735,77.9519011159735,155.903802231947,77.9519011159735,57.99187546316574
Latin America and Caribbean,2020-10-05,660385158,88.42241180734834,89.33664168454166,88.9113181716619,88.42241180734834,86.71450224965908,85.80099307001808,85.66356676217535,4425.026878048809,85.09667073170785,65.39862635737795
Asia,2020-10-05,4694897197,22.782047371620642,39.56120595296365,37.911126637767744,29.933260614408386,19.130814329316095,9.941094975101695,9.764092997072696,21.571861868452704,0.44024207894801437,4.274496960833027
Oceania,2020-10-05,45038907,-15.790151768972297,-4.464029720807693,-5.268770815224307,-10.05832895669435,-16.22035639508229,-20.11487997775976,-21.19506006641671,-292.4414663387485,-12.185061097447853,2.227076691714566
European Union,2020-10-05,450146793,46.00012381416716,46.00012381416716,46.00012381416716,46.00012381416716,46.00012381416716,46.00012381416716,46.00012381416716,1242.0033429825132,46.00012381416716,31.713967359087682
North America,2020-10-05,376744184,80.08736852049483,80.08736852049483,80.08736852049483,80.08736852049483,80.08736852049483,80.08736852049483,80.08736852049483,160.17473704098967,80.08736852049483,59.26250051945062
Latin America and Caribbean,2020-10-12,660385158,90.77729744548783,91.67510441035094,91.24692652359607,90.77729744548783,89.06693777407314,88.11426469072516,87.93734879262854,4538.588388227072,87.2805459274437,67.4150267623065
Asia,2020-10-12,4694897197,24.334656016957478,41.38508301055293,40.00418435778702,31.840066611395848,20.785917617437697,11.628054586263021,10.828016802661724,29.676327838772025,0.6056393436484088,4.524555109230861
